batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
MM Ali,C Sakariya,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
MM Ali,DS Kulkarni,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
MM Ali,KL Nagarkoti,5,4,125,0,0,0,0,0,0,No Average,Right Fast
MM Ali,LS Livingstone,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
MM Ali,M Jansen,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Fast
MM Ali,VR Iyer,5,8,62.5,0,0,0,0,0,0,Poor,Right Mid Fast
Mohammed Shami,SM Curran,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
Mohammed Siraj,Arshdeep Singh,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Fast
Mohammed Siraj,CJ Jordan,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
MP Stoinis,CV Varun,5,8,62.5,1,0,1,0,0,0,Poor,Right Leg Spin
MP Stoinis,WD Parnell,5,4,125,0,0,0,0,0,0,No Average,Left Mid Fast
MR Marsh,Mukesh Choudhary,5,5,100,0,0,0,0,0,0,No Average,Left Fast
MR Marsh,TU Deshpande,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
MS Dhoni,AR Patel,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Off Spin
MS Dhoni,Mustafizur Rahman,5,5,100,0,0,0,0,0,0,No Average,Left Fast
MS Wade,Avesh Khan,5,5,100,1,0,1,0,0,0,No Average,Right Fast
MW Short,JP Behrendorff,5,4,125,0,0,0,0,0,0,No Average,Left Fast
N Jagadeesan,HV Patel,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
N Jagadeesan,Washington Sundar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
N Pooran,CH Morris,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Mid Fast
N Pooran,DJ Bravo,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
N Rana,AK Markram,5,7,71.42857143,1,0,0,1,0,0,Poor,Right Off Spin
N Rana,Mohammed Shami,5,8,62.5,0,0,0,0,0,0,Poor,Right Fast
N Rana,Mohsin Khan,5,4,125,0,0,0,0,0,0,No Average,Left Fast
N Wadhera,MM Ali,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
N Wadhera,Sandeep Sharma,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Naman Dhir,Ravi Bishnoi,5,4,125,0,0,0,0,0,0,No Average,Right Leg Spin
Naveen-ul-Haq,HV Patel,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Nithish Kumar Reddy,Harshit Rana,5,4,125,1,0,1,0,0,0,No Average,Right Fast
P Simran Singh,Noor Ahmad,5,5,100,1,0,1,0,0,0,No Average,Left Leg Spin
P Simran Singh,DR Sams,5,4,125,0,0,0,0,0,0,No Average,Left Mid Fast
P Simran Singh,PP Chawla,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
PBB Rajapaksa,Mukesh Choudhary,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Fast
PBB Rajapaksa,Ravi Bishnoi,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
PD Salt,GJ Maxwell,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
PD Salt,N Rana,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
PD Salt,Shahbaz Ahmed,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
PJ Cummins,AD Russell,5,7,71.42857143,2,0,2,0,0,0,Poor,Right Fast
PJ Cummins,Sandeep Sharma,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
PK Garg,J Little,5,4,125,0,0,0,0,0,0,No Average,Left Fast
PP Shaw,LH Ferguson,5,4,125,1,0,1,0,0,0,No Average,Right Fast
PP Shaw,R Ashwin,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Off Spin
PP Shaw,Jalaj S Saxena,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
PP Shaw,JP Behrendorff,5,2,250,0,0,0,0,0,0,No Average,Left Fast
PP Shaw,K Khejroliya,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
PP Shaw,Rasikh Salam,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
PVD Chameera,JR Hazlewood,5,5,100,0,0,0,0,0,0,No Average,Right Fast
PWH de Silva,SP Narine,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
Q de Kock,Mujeeb Ur Rahman,5,9,55.55555556,1,0,1,0,0,0,Poor,Right Off Spin
Q de Kock,Avesh Khan,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Q de Kock,GJ Maxwell,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Off Spin
R Ashwin,Akash Madhwal,5,7,71.42857143,1,0,1,0,0,0,Poor,Right Fast
R Ashwin,NM Coulter-Nile,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Mid Fast
R Dhawan,N Rana,5,2,250,0,0,0,0,0,0,No Average,Right Leg Spin
R Parag,TS Mills,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
R Parag,KA Jamieson,5,4,125,0,0,0,0,0,0,No Average,Right Fast
R Parag,KV Sharma,5,4,125,0,0,0,0,0,0,No Average,Right Leg Spin
R Parag,PWH de Silva,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
R Parag,Umran Malik,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
R Powell,Mohsin Khan,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
R Powell,DR Sams,5,8,62.5,0,0,0,0,0,0,Poor,Left Mid Fast
R Powell,RP Meredith,5,5,100,0,0,0,0,0,0,No Average,Right Fast
R Ravindra,Akash Madhwal,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
R Ravindra,T Natarajan,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
R Tewatia,JDS Neesham,5,8,62.5,1,0,1,0,0,0,Poor,Right Mid Fast
R Tewatia,Yash Dayal,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
R Tewatia,M Pathirana,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
R Tewatia,Mukesh Kumar,5,5,100,0,0,0,0,0,0,No Average,Right Fast
RA Jadeja,B Kumar,5,9,55.55555556,1,0,1,0,0,0,Poor,Right Fast
RA Jadeja,CH Morris,5,4,125,1,0,1,0,0,0,No Average,Right Mid Fast
RA Jadeja,CR Woakes,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
RA Tripathi,C Sakariya,5,6,83.33333333,1,1,0,0,0,0,No Average,Left Mid Fast
RA Tripathi,Arjun Tendulkar,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
RA Tripathi,DG Nalkande,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
RA Tripathi,M Markande,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Leg Spin
RA Tripathi,MK Lomror,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
RA Tripathi,PWH de Silva,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
RA Tripathi,Sandeep Sharma,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Rahmanullah Gurbaz,JD Unadkat,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
Rahmanullah Gurbaz,Ravi Bishnoi,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
Ramandeep Singh,Yash Dayal,5,2,250,0,0,0,0,0,0,No Average,Left Fast
Rashid Khan,M Theekshana,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
Rashid Khan,Rasikh Salam,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Rasikh Salam,Harshit Rana,5,4,125,1,0,1,0,0,0,No Average,Right Fast
RD Chahar,AD Russell,5,4,125,1,0,1,0,0,0,No Average,Right Fast
RG Sharma,Harpreet Brar,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
RG Sharma,MW Short,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
RG Sharma,N Rana,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
RK Singh,Mustafizur Rahman,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
RK Singh,DL Chahar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
RK Singh,Kartik Tyagi,5,4,125,0,0,0,0,0,0,No Average,Right Fast
RK Singh,KM Asif,5,5,100,0,0,0,0,0,0,No Average,Right Fast
RK Singh,MG Bracewell,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Off Spin
RK Singh,Yudhvir Singh,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
RM Patidar,MP Yadav,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Fast
RM Patidar,SN Thakur,5,4,125,1,0,1,0,0,0,No Average,Right Fast
RM Patidar,RA Jadeja,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
RM Patidar,Umran Malik,5,2,250,0,0,0,0,0,0,No Average,Right Fast
RR Pant,N Burger,5,5,100,0,0,0,0,0,0,No Average,Left Fast
RR Pant,NM Coulter-Nile,5,8,62.5,0,0,0,0,0,0,Poor,Right Mid Fast
RR Pant,PVD Chameera,5,2,250,0,0,0,0,0,0,No Average,Right Fast
RR Pant,RP Meredith,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Fast
RR Pant,Sandeep Sharma,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Mid Fast
RR Pant,T Natarajan,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Mid Fast
RR Pant,VR Aaron,5,4,125,0,0,0,0,0,0,No Average,Right Fast
RR Rossouw,Noor Ahmad,5,4,125,1,0,0,0,1,0,No Average,Left Leg Spin
RR Rossouw,CV Varun,5,4,125,0,0,0,0,0,0,No Average,Right Leg Spin
RR Rossouw,JO Holder,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
RR Rossouw,JR Hazlewood,5,5,100,0,0,0,0,0,0,No Average,Right Fast
RV Patel,SN Thakur,5,10,50,0,0,0,0,0,0,Poor,Right Fast
S Dhawan,Abhishek Sharma,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
S Dhawan,AD Russell,5,2,250,0,0,0,0,0,0,No Average,Right Fast
S Dhawan,DR Sams,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
S Dhawan,MK Lomror,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
S Dhawan,Shahbaz Ahmed,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Off Spin
S Dhawan,Shakib Al Hasan,5,10,50,0,0,0,0,0,0,Poor,Left Off Spin
S Dhawan,VG Arora,5,5,100,0,0,0,0,0,0,No Average,Right Fast
S Dube,MA Starc,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
S Dube,MJ Henry,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
S Dube,UT Yadav,5,2,250,0,0,0,0,0,0,No Average,Right Fast
SA Yadav,MJ Santner,5,6,83.33333333,2,0,2,0,0,0,No Average,Left Off Spin
SA Yadav,AR Patel,5,8,62.5,1,0,1,0,0,0,Poor,Left Off Spin
SA Yadav,C Sakariya,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
SA Yadav,DT Christian,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
SA Yadav,FA Allen,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
SA Yadav,Kartik Tyagi,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
SA Yadav,MM Ali,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
SA Yadav,WG Jacks,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
Sameer Rizvi,RD Chahar,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Leg Spin
Sandeep Sharma,Mustafizur Rahman,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
SB Dubey,Akash Madhwal,5,2,250,0,0,0,0,0,0,No Average,Right Fast
SD Hope,Azmatullah Omarzai,5,3,166.6666667,0,0,0,0,0,0,No Average,Right  Mid Fast
SD Hope,Harpreet Brar,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Off Spin
SD Hope,Mohsin Khan,5,9,55.55555556,0,0,0,0,0,0,Poor,Left Fast
Shahbaz Ahmed,JJ Bumrah,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
Shahbaz Ahmed,KH Pandya,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
Shahbaz Ahmed,KV Sharma,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
Shahbaz Ahmed,PVD Chameera,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Shahbaz Ahmed,SN Thakur,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Shahbaz Ahmed,Swapnil Singh,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
Shashank Singh,AD Russell,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Shashank Singh,C Green,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Shashank Singh,G Coetzee,5,4,125,0,0,0,0,0,0,No Average,Right Fast
Shashank Singh,HH Pandya,5,8,62.5,0,0,0,0,0,0,Poor,Right Fast
Shivam Mavi,Mustafizur Rahman,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
Shubman Gill,M Pathirana,5,9,55.55555556,1,0,0,0,1,0,Poor,Right Fast
Shubman Gill,L Wood,5,2,250,0,0,0,0,0,0,No Average,Left Fast
Shubman Gill,MC Henriques,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Sikandar Raza,TG Southee,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
Sikandar Raza,TU Deshpande,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
SK Raina,M Ashwin,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
SK Raina,Sandeep Sharma,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
SM Curran,CR Woakes,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Mid Fast
SM Curran,KK Ahmed,5,9,55.55555556,1,1,0,0,0,0,Poor,Left Fast
SM Curran,SP Narine,5,8,62.5,1,0,1,0,0,0,Poor,Right Off Spin
SM Curran,G Coetzee,5,4,125,0,0,0,0,0,0,No Average,Right Fast
SM Curran,GJ Maxwell,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
SM Curran,Mustafizur Rahman,5,9,55.55555556,0,0,0,0,0,0,Poor,Left Fast
SM Curran,Noor Ahmad,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Leg Spin
SM Curran,Sumit Kumar,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
SM Curran,Vijaykumar Vyshak,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
SM Curran,Washington Sundar,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
SN Khan,M Markande,5,8,62.5,1,0,1,0,0,0,Poor,Right Leg Spin
SN Khan,KH Pandya,5,4,125,0,0,0,0,0,0,No Average,Left Off Spin
SN Thakur,T Natarajan,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Mid Fast
SN Thakur,DJ Willey,5,4,125,0,0,0,0,0,0,No Average,Left Mid Fast
SN Thakur,RD Chahar,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
SO Hetmyer,RJW Topley,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
SP Narine,Sandeep Sharma,5,4,125,1,0,1,0,0,0,No Average,Right Mid Fast
SP Narine,C Sakariya,5,4,125,0,0,0,0,0,0,No Average,Left Mid Fast
SP Narine,LB Williams,5,4,125,0,0,0,0,0,0,No Average,Right Fast
SP Narine,SN Thakur,5,2,250,0,0,0,0,0,0,No Average,Right Fast
SPD Smith,LH Ferguson,5,4,125,1,1,0,0,0,0,No Average,Right Fast
SPD Smith,Rashid Khan,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
SPD Smith,TA Boult,5,5,100,0,0,0,0,0,0,No Average,Left Fast
SS Iyer,PVD Chameera,5,4,125,1,0,1,0,0,0,No Average,Right Fast
SS Iyer,AS Joseph,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
SS Iyer,CV Varun,5,10,50,0,0,0,0,0,0,Poor,Right Leg Spin
SS Iyer,J Suchith,5,2,250,0,0,0,0,0,0,No Average,Left Off Spin
SS Iyer,J Yadav,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Off Spin
SS Iyer,M Theekshana,5,5,100,0,0,0,0,0,0,No Average,Right Off Spin
SS Iyer,Naveen-ul-Haq,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
SS Iyer,OF Smith,5,2,250,0,0,0,0,0,0,No Average,Right Fast
SS Iyer,RP Meredith,5,5,100,0,0,0,0,0,0,No Average,Right Fast
SS Iyer,Shahbaz Ahmed,5,2,250,0,0,0,0,0,0,No Average,Left Off Spin
SS Prabhudessai,AR Patel,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Off Spin
SS Prabhudessai,M Jansen,5,7,71.42857143,0,0,0,0,0,0,Poor,Left Fast
SS Tiwary,LH Ferguson,5,2,250,0,0,0,0,0,0,No Average,Right Fast
SV Samson,J Little,5,3,166.6666667,1,0,1,0,0,0,No Average,Left Fast
SV Samson,Mukesh Choudhary,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Fast
SW Billings,MJ Santner,5,5,100,0,0,0,0,0,0,No Average,Left Off Spin
SW Billings,RD Chahar,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Leg Spin
T Stubbs,M Pathirana,5,12,41.66666667,2,1,1,0,0,0,Poor,Right Fast
T Stubbs,Avesh Khan,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Fast
T Stubbs,MM Sharma,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
T Stubbs,TA Boult,5,2,250,0,0,0,0,0,0,No Average,Left Fast
T Stubbs,Yudhvir Singh,5,2,250,0,0,0,0,0,0,No Average,Right Mid Fast
Tanush Kotian,HV Patel,5,4,125,0,0,0,0,0,0,No Average,Right Mid Fast
TH David,MJ Santner,5,6,83.33333333,0,0,0,0,0,0,No Average,Left Off Spin
TH David,R Ashwin,5,8,62.5,0,0,0,0,0,0,Poor,Right Off Spin
Tilak Varma,Suyash Sharma,5,10,50,1,1,0,0,0,0,Poor,Right Leg Spin
Tilak Varma,JA Richardson,5,2,250,0,0,0,0,0,0,No Average,Right Fast
Tilak Varma,JD Unadkat,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
Tilak Varma,LB Williams,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
Tilak Varma,LH Ferguson,5,5,100,0,0,0,0,0,0,No Average,Right Fast
Tilak Varma,SM Curran,5,5,100,0,0,0,0,0,0,No Average,Left Mid Fast
Tilak Varma,Vijaykumar Vyshak,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
TM Head,M Theekshana,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Off Spin
TM Head,UT Yadav,5,4,125,0,0,0,0,0,0,No Average,Right Fast
UT Yadav,Rashid Khan,5,6,83.33333333,0,0,0,0,0,0,No Average,Right Leg Spin
V Kohli,M Markande,5,7,71.42857143,1,1,0,0,0,0,Poor,Right Leg Spin
V Kohli,Mukesh Choudhary,5,10,50,1,0,1,0,0,0,Poor,Left Fast
V Kohli,AK Markram,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Off Spin
V Kohli,Harbhajan Singh,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
V Kohli,M Ashwin,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Leg Spin
V Kohli,PJ Sangwan,5,8,62.5,0,0,0,0,0,0,Poor,Left Fast
V Kohli,Yash Thakur,5,7,71.42857143,0,0,0,0,0,0,Poor,Right Fast
V Shankar,PP Chawla,5,7,71.42857143,2,1,1,0,0,0,Poor,Right Leg Spin
V Shankar,YS Chahal,5,3,166.6666667,1,1,0,0,0,0,No Average,Right Leg Spin
V Shankar,PJ Cummins,5,5,100,0,0,0,0,0,0,No Average,Right Fast
V Shankar,RA Jadeja,5,8,62.5,0,0,0,0,0,0,Poor,Left Off Spin
VR Iyer,DJ Bravo,5,10,50,1,0,1,0,0,0,Poor,Right Mid Fast
VR Iyer,I Sharma,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
VR Iyer,Tilak Varma,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
VR Iyer,TM Head,5,4,125,0,0,0,0,0,0,No Average,Right Off Spin
Washington Sundar,SN Thakur,5,3,166.6666667,0,0,0,0,0,0,No Average,Right Fast
WG Jacks,JD Unadkat,5,2,250,0,0,0,0,0,0,No Average,Left Mid Fast
WP Saha,A Nortje,5,5,100,1,1,0,0,0,0,No Average,Right Fast
WP Saha,RS Hangargekar,5,6,83.33333333,1,0,1,0,0,0,No Average,Right Fast
WP Saha,MJ Santner,5,8,62.5,0,0,0,0,0,0,Poor,Left Off Spin
WP Saha,Rasikh Salam,5,2,250,0,0,0,0,0,0,No Average,Right Fast
WP Saha,WD Parnell,5,3,166.6666667,0,0,0,0,0,0,No Average,Left Mid Fast
YBK Jaiswal,DJ Hooda,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
YBK Jaiswal,M Pathirana,5,9,55.55555556,0,0,0,0,0,0,Poor,Right Fast
YBK Jaiswal,PWH de Silva,5,5,100,0,0,0,0,0,0,No Average,Right Leg Spin
YBK Jaiswal,Tilak Varma,5,2,250,0,0,0,0,0,0,No Average,Right Off Spin
YBK Jaiswal,Yash Thakur,5,2,250,0,0,0,0,0,0,No Average,Right Fast
A Badoni,B Kumar,4,4,100,0,0,0,0,0,0,No Average,Right Fast
A Badoni,HV Patel,4,5,80,0,0,0,0,0,0,No Average,Right Mid Fast
A Badoni,JD Unadkat,4,6,66.66666667,0,0,0,0,0,0,No Average,Left Mid Fast
A Badoni,N Thushara,4,3,133.3333333,0,0,0,0,0,0,No Average,Right Fast
A Badoni,Sandeep Sharma,4,4,100,0,0,0,0,0,0,No Average,Right Mid Fast
A Manohar,T Stubbs,4,3,133.3333333,1,0,0,0,0,1,No Average,Right Off Spin
A Manohar,JP Behrendorff,4,4,100,0,0,0,0,0,0,No Average,Left Fast
A Nortje,Mohammed Shami,4,2,200,0,0,0,0,0,0,No Average,Right Fast
A Raghuvanshi,MR Marsh,4,4,100,0,0,0,0,0,0,No Average,Right Mid Fast
A Tomar,JO Holder,4,6,66.66666667,0,0,0,0,0,0,No Average,Right Mid Fast
AA Kulkarni,MA Starc,4,4,100,1,0,1,0,0,0,No Average,Left Fast
AB de Villiers,MC Henriques,4,8,50,0,0,0,0,0,0,Poor,Right Fast
AB de Villiers,R Parag,4,1,400,0,0,0,0,0,0,No Average,Right Off Spin
AB de Villiers,Ravi Bishnoi,4,8,50,0,0,0,0,0,0,Poor,Right Leg Spin
AB de Villiers,S Kaul,4,3,133.3333333,0,0,0,0,0,0,No Average,Right Mid Fast
Abhishek Sharma,NT Ellis,4,1,400,0,0,0,0,0,0,No Average,Right Fast
AD Russell,Kuldeep Yadav,4,12,33.33333333,1,0,0,0,0,1,Poor,Left Leg Spin
AD Russell,J Little,4,4,100,0,0,0,0,0,0,No Average,Left Fast
AD Russell,PVD Chameera,4,2,200,0,0,0,0,0,0,No Average,Right Fast
AJ Finch,PVD Chameera,4,6,66.66666667,0,0,0,0,0,0,No Average,Right Fast
AK Markram,KH Pandya,4,8,50,3,1,1,0,0,1,Poor,Left Off Spin
AK Markram,Swapnil Singh,4,2,200,1,0,0,0,1,0,No Average,Left Off Spin
Akash Deep,SP Narine,4,1,400,0,0,0,0,0,0,No Average,Right Off Spin
AM Rahane,KH Pandya,4,4,100,1,1,0,0,0,0,No Average,Left Off Spin
AM Rahane,PWH de Silva,4,4,100,1,1,0,0,0,0,No Average,Right Leg Spin
AM Rahane,HV Patel,4,1,400,0,0,0,0,0,0,No Average,Right Mid Fast
AM Rahane,K Khejroliya,4,1,400,0,0,0,0,0,0,No Average,Left Mid Fast
AM Rahane,R Goyal,4,4,100,0,0,0,0,0,0,No Average,Left Leg Spin
AM Rahane,Sandeep Sharma,4,2,200,0,0,0,0,0,0,No Average,Right Mid Fast
Aman Hakim Khan,Washington Sundar,4,2,200,1,0,1,0,0,0,No Average,Right Off Spin
Anmolpreet Singh,Kuldeep Yadav,4,6,66.66666667,1,0,1,0,0,0,No Average,Left Leg Spin
Anmolpreet Singh,AR Patel,4,3,133.3333333,0,0,0,0,0,0,No Average,Left Off Spin
Anmolpreet Singh,M Prasidh Krishna,4,1,400,0,0,0,0,0,0,No Average,Right Fast
Anuj Rawat,K Gowtham,4,6,66.66666667,1,0,1,0,0,0,No Average,Right Off Spin
Anuj Rawat,M Theekshana,4,5,80,1,0,0,0,1,0,No Average,Right Off Spin
Anuj Rawat,PVD Chameera,4,6,66.66666667,1,0,1,0,0,0,No Average,Right Fast
Anuj Rawat,Harpreet Brar,4,7,57.14285714,0,0,0,0,0,0,Poor,Left Off Spin
AR Patel,AS Joseph,4,4,100,0,0,0,0,0,0,No Average,Right Fast
AR Patel,Kartik Tyagi,4,5,80,0,0,0,0,0,0,No Average,Right Fast
AR Patel,TS Mills,4,4,100,0,0,0,0,0,0,No Average,Left Fast
Arshdeep Singh,Mohammed Siraj,4,4,100,1,0,1,0,0,0,No Average,Right Fast
Arshdeep Singh,HH Pandya,4,2,200,0,0,0,0,0,0,No Average,Right Fast
Arshdeep Singh,LH Ferguson,4,2,200,0,0,0,0,0,0,No Average,Right Fast
Arshdeep Singh,Mustafizur Rahman,4,7,57.14285714,0,0,0,0,0,0,Poor,Left Fast
AS Joseph,Akash Madhwal,4,5,80,0,0,0,0,0,0,No Average,Right Fast
AS Roy,Arshdeep Singh,4,5,80,1,0,1,0,0,0,No Average,Left Fast
AS Roy,T Natarajan,4,4,100,0,0,0,0,0,0,No Average,Left Mid Fast
AS Roy,YS Chahal,4,4,100,0,0,0,0,0,0,No Average,Right Leg Spin
Ashutosh Sharma,G Coetzee,4,3,133.3333333,1,0,1,0,0,0,No Average,Right Fast
AT Rayudu,KK Ahmed,4,7,57.14285714,2,0,2,0,0,0,Poor,Left Fast
AT Rayudu,Arshad Khan,4,1,400,0,0,0,0,0,0,No Average,Right Fast
AT Rayudu,DG Nalkande,4,1,400,0,0,0,0,0,0,No Average,Right Fast
AT Rayudu,K Kartikeya,4,5,80,0,0,0,0,0,0,No Average,Left Leg Spin
AT Rayudu,T Natarajan,4,5,80,0,0,0,0,0,0,No Average,Left Mid Fast
Atharva Taide,Mohammed Siraj,4,2,200,1,0,0,0,1,0,No Average,Right Fast
Atharva Taide,Sandeep Sharma,4,2,200,0,0,0,0,0,0,No Average,Right Mid Fast
AU Rashid,A Mishra,4,3,133.3333333,1,0,1,0,0,0,No Average,Right Leg Spin
B Kumar,HV Patel,4,7,57.14285714,1,0,1,0,0,0,Poor,Right Mid Fast
B Kumar,KV Sharma,4,6,66.66666667,0,0,0,0,0,0,No Average,Right Leg Spin
B Sai Sudharsan,RS Hangargekar,4,3,133.3333333,1,0,1,0,0,0,No Average,Right Fast
B Sai Sudharsan,A Zampa,4,4,100,0,0,0,0,0,0,No Average,Right Leg Spin
B Sai Sudharsan,SZ Mulani,4,6,66.66666667,0,0,0,0,0,0,No Average,Left Off Spin
B Sai Sudharsan,VG Arora,4,5,80,0,0,0,0,0,0,No Average,Right Fast
