batter,venue,total_runs,matches_played,batting_average,Performance
V Shankar,"Dr DY Patil Sports Academy, Mumbai",2,1,2.0,Bad
V Shankar,"Eden Gardens, Kolkata",51,1,51.0,Excellent
V Shankar,"M.Chinnaswamy Stadium, Bengaluru",63,2,31.5,Good
V Shankar,"MA Chidambaram Stadium, Chennai",26,2,13.0,Poor
V Shankar,"Maharashtra Cricket Association Stadium, Pune",13,2,6.5,Bad
V Shankar,"Narendra Modi Stadium, Ahmedabad",143,7,20.428571428571427,Average
V Shankar,"Sawai Mansingh Stadium, Jaipur",16,1,16.0,Poor
V Shankar,"Wankhede Stadium, Mumbai",33,2,16.5,Poor
V Viyaskanth,"Narendra Modi Stadium, Ahmedabad",7,1,7.0,Bad
VG Arora,"Brabourne Stadium, Mumbai",5,3,1.6666666666666667,Bad
VG Arora,"Dr DY Patil Sports Academy, Mumbai",0,1,0.0,Bad
VG Arora,"Eden Gardens, Kolkata",1,1,1.0,Bad
VG Arora,"MA Chidambaram Stadium, Chennai",1,1,1.0,Bad
VG Arora,"Rajiv Gandhi International Stadium, Hyderabad",2,1,2.0,Bad
VR Iyer,"Arun Jaitley Stadium, Delhi",0,1,0.0,Bad
VR Iyer,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,1,1.0,Bad
VR Iyer,"Brabourne Stadium, Mumbai",30,3,10.0,Poor
VR Iyer,"Dr DY Patil Sports Academy, Mumbai",70,4,17.5,Poor
VR Iyer,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam),5,1,5.0,Bad
VR Iyer,"Eden Gardens, Kolkata",274,13,21.07692307692308,Average
VR Iyer,"M.Chinnaswamy Stadium, Bengaluru",81,2,40.5,Excellent
VR Iyer,"MA Chidambaram Stadium, Chennai",64,3,21.33333333333333,Average
VR Iyer,"Maharashtra Cricket Association Stadium, Pune",57,2,28.5,Average
VR Iyer,"Narendra Modi Stadium, Ahmedabad",134,2,67.0,Excellent
VR Iyer,"Punjab Cricket Association IS Bindra Stadium, Mohali",34,1,34.0,Good
VR Iyer,"Rajiv Gandhi International Stadium, Hyderabad",7,1,7.0,Bad
VR Iyer,"Wankhede Stadium, Mumbai",199,5,39.8,Good
Vijaykumar Vyshak,"M.Chinnaswamy Stadium, Bengaluru",14,3,4.666666666666667,Bad
Vijaykumar Vyshak,"Wankhede Stadium, Mumbai",0,1,0.0,Bad
Vishnu Vinod,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,1,2.0,Bad
Vishnu Vinod,"Narendra Modi Stadium, Ahmedabad",5,1,5.0,Bad
Vishnu Vinod,"Wankhede Stadium, Mumbai",30,1,30.0,Good
Vivrant Sharma,"Wankhede Stadium, Mumbai",69,1,69.0,Excellent
WD Parnell,"M.Chinnaswamy Stadium, Bengaluru",2,1,2.0,Bad
WG Jacks,"Eden Gardens, Kolkata",55,1,55.0,Excellent
WG Jacks,Himachal Pradesh Cricket Association Stadium (Dharamsala),12,1,12.0,Poor
WG Jacks,"M.Chinnaswamy Stadium, Bengaluru",49,3,16.333333333333332,Poor
WG Jacks,"Narendra Modi Stadium, Ahmedabad",100,1,100.0,Excellent
WG Jacks,"Rajiv Gandhi International Stadium, Hyderabad",6,1,6.0,Bad
WG Jacks,"Wankhede Stadium, Mumbai",8,1,8.0,Bad
WP Saha,"Arun Jaitley Stadium, Delhi",53,2,26.5,Average
WP Saha,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",47,1,47.0,Excellent
WP Saha,"Brabourne Stadium, Mumbai",84,2,42.0,Excellent
WP Saha,"Dr DY Patil Sports Academy, Mumbai",46,2,23.0,Average
WP Saha,"Eden Gardens, Kolkata",10,2,5.0,Bad
WP Saha,"M.Chinnaswamy Stadium, Bengaluru",13,2,6.5,Bad
WP Saha,"MA Chidambaram Stadium, Chennai",33,2,16.5,Poor
WP Saha,Maharaja Yadavindra Singh International Cricket St (Mullanpur),13,1,13.0,Poor
WP Saha,"Maharashtra Cricket Association Stadium, Pune",16,2,8.0,Bad
WP Saha,"Narendra Modi Stadium, Ahmedabad",270,15,18.0,Poor
WP Saha,"Punjab Cricket Association IS Bindra Stadium, Mohali",30,1,30.0,Good
WP Saha,"Sawai Mansingh Stadium, Jaipur",41,1,41.0,Excellent
WP Saha,"Wankhede Stadium, Mumbai",168,4,42.0,Excellent
Washington Sundar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",16,1,16.0,Poor
Washington Sundar,"Dr DY Patil Sports Academy, Mumbai",18,1,18.0,Poor
Washington Sundar,"MA Chidambaram Stadium, Chennai",9,1,9.0,Bad
Washington Sundar,"Maharashtra Cricket Association Stadium, Pune",46,3,15.333333333333334,Poor
Washington Sundar,"Narendra Modi Stadium, Ahmedabad",0,1,0.0,Bad
Washington Sundar,"Rajiv Gandhi International Stadium, Hyderabad",35,3,11.666666666666666,Poor
Washington Sundar,"Wankhede Stadium, Mumbai",37,3,12.333333333333334,Poor
YBK Jaiswal,"Arun Jaitley Stadium, Delhi",4,1,4.0,Bad
YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",75,3,25.0,Average
YBK Jaiswal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",24,1,24.0,Average
YBK Jaiswal,"Brabourne Stadium, Mumbai",100,2,50.0,Excellent
YBK Jaiswal,"Dr DY Patil Sports Academy, Mumbai",20,2,10.0,Poor
YBK Jaiswal,"Eden Gardens, Kolkata",120,3,40.0,Excellent
YBK Jaiswal,Himachal Pradesh Cricket Association Stadium (Dharamsala),50,1,50.0,Excellent
YBK Jaiswal,"M.Chinnaswamy Stadium, Bengaluru",47,1,47.0,Excellent
YBK Jaiswal,"MA Chidambaram Stadium, Chennai",76,3,25.33333333333333,Average
YBK Jaiswal,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,39,1,39.0,Good
YBK Jaiswal,"Maharashtra Cricket Association Stadium, Pune",20,1,20.0,Average
YBK Jaiswal,"Narendra Modi Stadium, Ahmedabad",89,4,22.25,Average
YBK Jaiswal,"Rajiv Gandhi International Stadium, Hyderabad",121,2,60.5,Excellent
YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",327,10,32.7,Good
YBK Jaiswal,"Wankhede Stadium, Mumbai",206,4,51.5,Excellent
YS Chahal,"Dr DY Patil Sports Academy, Mumbai",5,1,5.0,Bad
YV Dhull,"Arun Jaitley Stadium, Delhi",15,2,7.5,Bad
YV Dhull,"M.Chinnaswamy Stadium, Bengaluru",1,1,1.0,Bad
Yash Dayal,"Dr DY Patil Sports Academy, Mumbai",0,1,0.0,Bad
Yudhvir Singh,"Arun Jaitley Stadium, Delhi",14,1,14.0,Poor
Yudhvir Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,2,3.5,Bad
Yudhvir Singh,"Sawai Mansingh Stadium, Jaipur",1,1,1.0,Bad
